Total Money
87759.14894685426
49838.89365624667
17748.148306127274
26423.765722951488
21618.342449228323
45239.824368588
59309.40407811717
28583.26099457639
27672.558106037843
30397.444905999786
23002.43910881962
60349.041138180284
19269.183490618816
20215.759042151345
32314.566708452687
20612.817232371806
22084.133417747984
43728.32008023506
45851.36478937947
51607.62096760882
28034.540382188443
8759.935714986485
35349.50589163502
23476.923648618085
21543.688677362163
39875.06818841758
24677.30256182445
41368.34204108268
32871.44176287679
37423.63277274212
15519.636478361252
24310.457523880206
50930.64272711778
31139.11557982978
39734.18839685411
39888.83038177933
46248.139056681925
35428.24090116924
110806.89823845301
36450.78178798319
26633.827428258286
28741.954036811487
45778.14228685218
70843.24706560532
13791.916779722123
13336.464391368456
23823.912265118175
39294.4324412748
31198.542428848294
13203.799058101018
30115.02298402915
77372.79240054218
30114.682668781526
36307.01588178199
14148.734120160143
92281.28997192733
5884.910910384124
15664.526219839869
25623.671828482766
45945.84882536988
74563.62966897515
14329.54605694442
92230.1900459837
49277.80277472989
22505.324263266186
33385.72033701704
12847.002787188609
89574.10827631554
26735.1775574965
7311.953890547851
77105.62521521405
14252.220870515457
13885.70116718073
65644.9236884162
18441.769278022333
10768.692234384744
30514.577054713096
26124.81683110943
27491.339372896073
9502.178522944592
35296.36665358404
29518.72287424707
20783.50804964197
30833.33905528877
62099.2971204349
29264.39558161681
37954.34471682906
26811.761229241758
41596.92540510502
36629.402125036715
7827.804832402419
33520.21507443941
24461.122098774635
21969.81023466905
131827.8759127619
31613.51092985107
11645.32238254363
34004.782353611845
19680.998148677412
15151.98892345378
